text,text_clean
maaf pak presidentbremang rakyat di desa tidak pakai dolar buat belanja begitu juga denga rata orang di kotamereka belanja harian tidak makai dolarbrmasalahnya barang yg rakayat belanja di datangkan dengan menggunakan dolar otomatis harganya kalau dijual ke rupiah pasti mahalbrpunya president kok goblokmaaf bukan menghina tpi ini fakta soal apa yg bpk katakan buka data pak bps statistik dan badan pangan indonesiabawang putih diimporgandum diimporkedelaitepungdlljadi kami rakyat belanjanya bahan impor di pasarpunya president hanya tau asal omonomon ajarupia melemah itu bukan hal sepeleh pak rbu kta bawa ke usa hanya dpat atau pcs pizzabukan gtu konsepnya pak presidentini sejarah loh rupiah anjloksejarah pula baru president prabowo yg bikin anjlok rupiahtrue dengan enteng anda pidato mengtakan ini itugda lagi periode ke untuk anda pak president diberikan kesmptan malah gk tau diri,maaf bapak presidentbremang rakyat desa tidak pakai dolar buat belanja denga rata kotamereka belanja hari tidak maka dolarbrmasalahnya barang rakayat belanja datang guna dolar otomatis harga jual rupiah pasti mahalbrpunya president kok goblokmaaf bukan hina fakta soal bpk kata buka data bapak bps statistik badan pangan indonesiabawang putih diimporgandum diimporkedelaitepungdlljadi rakyat belanja bahan impor pasarpunya president hanya tau asal omonomon ajarupia lemah bukan hal peleh bapak rbu bawa hanya dpat pcs pizzabukan konsep bapak presidentini sejarah rupiah anjloksejarah pula baru president prabowo anjlok rupiahtrue enteng anda pidato mengtakan itugda periode anda bapak president beri kesmptan malah tidak tau diri
walaupun tidak butuh dolar tembus rb eveknya apa ya jelas eveknya ke rakyat karna nilai tukar rupiah jadi melemah coba yg penguat nilai tukar rupiah pasti rakyat aman,walaupun tidak butuh dolar tembus ribu eveknya jelas eveknya rakyat nilai tukar rupiah lemah kuat nilai tukar rupiah pasti rakyat aman
kok ada persiden goblok begini yarakyat kecil emang gak pake dolar tp klo harga pada naik sedangkan gaji gak naik gmnadasar persiden dudul,kok persiden goblok begini yarakyat kecil memang tidak pakai dolar harga naik sedang gaji tidak naik gmnadasar persiden dudul
otw yaman,otw yaman
unuyuk rakyat ekonomi kecil bersiaplah kita menuju krisis ekonomi,unuyuk rakyat ekonomi kecil siap tuju krisis ekonomi
bahasane wong dunyane akehya ngrasa ayemcoba wong mlaratpan go mangan kangelangolet gawean kangelancoba takoni kuwe rakyate sing ngalamibantuan bae mlebune wongquotkuwe tok,bahasane wong dunyane akehya ngrasa ayemcoba wong mlaratpan go mangan kangelangolet gawean kangelancoba takoni kuwe rakyate sing ngalamibantuan bae mlebune wongquotkuwe tok
tidak ada yg salah di mata beliau indonesia sudah sangat berkembang di mata beliau nah menurut rakyat brbrsilahkan jawab masing masing,tidak salah mata beliau indonesia sangat kembang mata beliau turut rakyat brbrsilahkan jawab masing masing
mlah tpuk tangan anying,malah tpuk tangan anying
indonesia hancur lebur presiden nya aja kaya gini,indonesia hancur lebur presiden saja kayak begini
ini orang ngobatlagi fly ni orang,ngobatlagi fly
lieur ah negara ini,lieur negara
orang kek gini masih ada aja yang belagak tau lagi lah fanatiknya kek apa,kayak begini masih saja bagak tau fanatik kayak
ada yang tahu alasan audiennya tepuk tangan,tahu alas audiennya tepuk tangan
koq sial temen negoro ikipresiden gk ono sing pokro,kok sial teman negoro ikipresiden tidak sono sing pokro
assalaamualaikum salam kami dari dunia makrifat sesungguhnya to all yg masih memindahkan rasa sakit itu ke me dan masih memandang hina rendah me dan masih memfitnah me dg sebutan babi bengkak kaki bengkak dabnya bullyan yg tdk sepantasnya mmg but me ikhlas kalau hanya utk bullyan saja karena itu adalah syurga but barang siapa yg menskenariokan hidup mempelajari kelemahan me dg tujuan bathil dan menggunakan ilmu kerang patah jadi dua ala yayak lrg rambutan si cebol keling nan teramat judes dan selalu merasa dirinya ratu prett dan sdh di isbat menjadi ratu kelambit akut karena hutangne ngarep di hubahkan dg cara yg tdk wajar psikopat sejati dan di luar nalar akal sehat and all yg masih memindahkan rasa sakiit itu ke punakawan spt me maka me haramkan memakan harta kalian berapapun besarnya karena me tahu gara uang rstusan ribu nyawa bisa hilang gara kalian bermilyar bahkan trilliunan pun tdk akan pernah bisa mengambil keputusan me ttp me bawa ke alam kematian kalian tdk akan pernah me maafkan sampai alam akhirat uang itu bisa di cari but kehidupan alkhirat kalian adalah hal yg paling indah utk di bayangkan sendirian tdk ada yg menolong amal tdk ada habis oleh kezoliman perdukunan bullyan serta pernak perniklainnya yg aduhai mengingatnya saja sungguuh indah badan putih mulus wajah cantik kedudukan ternyata bukan jaminan di sana badan dan wajah itu akan terkena sabetan dan jilatan api neraka selamanya sakiiiit mmg atas perlakuan mereka ini tapi membayangkan isbat syurga me yg begitu indah karena siksaan kalian itulah yg me bygkan setiap mendapatkan siksaan bathin dan kukungan dari kalian to all pat gulipatnya wes ewes bablas angine pura manyun dan sakit hilang seketika karena mendapat asupan dari mister kelana berupa jaket kulit dan uang perpiasahan sebesar jt perorang perkapita dasawarsa in the plain me bukanlah tanpa alasan sdh puput mengingat usia yg tdk muda lagi tahun dan sdh menjadi tradisi yg kalah yg berdukun dan yg memaksa itulah yg di sayang pat gulipatnya ini akan terus di lanjutkan terus menerus selama kaum ini blm di musnahkan oleh allah semoga allah segera mengganti kaum ini dg yg kaum yg mmg benar pilihannya to zemiteruslah bernimoi ttg me dlm ilmu tasawuf because me belajar otodidak tanpa pernah mengerti apa sebenarnya ilmu tasawuf itu allah beserta orang yg terzolimi dan mmg sdh menjadi isbatnya pilihannya sea you ciluukbaa,assalaamualaikum salam dunia makrifat sungguh all masih pindah rasa sakit me masih pandang hina rendah me masih fitnah me sebut babi bengkak kaki bengkak dab bullyan tidak pantas memang but me ikhlas hanya bullyan saja syurga but barang skenario hidup ajar lemah me tuju bathil guna ilmu kerang patah dua ala yayak lrg rambutan cebol keling nan amat judes selalu rasa diri ratu prett isbat ratu kelambit akut hutangne harap hubahkan cara tidak wajar psikopat sejati luar nalar akal sehat and all masih pindah rasa sakiit punakawan me me haram makan harta kalian berapa besar me tahu gara uang rstusan ribu nyawa hilang gara kalian bermilyar bahkan trilliunan tidak ambil putus me tetap me bawa alam mati kalian tidak me maaf sampai alam akhirat uang cari but hidup alkhirat kalian hal paling indah bayang sendiri tidak tolong amal tidak habis kezoliman dukun bullyan serta pernak perniklainnya aduhai ingat saja sungguuh indah badan putih mulus wajah cantik duduk nyata bukan jamin badan wajah kena sabet jilat api neraka lama sakiiiit memang atas laku bayang isbat syurga me indah siksa kalian itu me bygkan tiap dapat siksa bathin kung kalian all pat gulipatnya wes ewes bablas angine pura manyun sakit hilang ketika dapat asupan mister kelana upa jaket kulit uang perpiasahan besar juta orang kapita dasawarsa plain me bukan tanpa alas puput ingat usia tidak muda tahun tradisi kalah dukun paksa itu sayang pat gulipatnya terus lanjut terus terus lama kaum belum musnah allah moga allah segera ganti kaum kaum memang benar pilih zemiteruslah bernimoi tentang me dalam ilmu tasawuf because me ajar otodidak tanpa erti benar ilmu tasawuf allah serta terzolimi memang isbat pilih sea you ciluukbaa
bodoh ini persidenada juga yg memilih,bodoh persidenada pilih
kirain ucapan seperti ini hanya keluar dari mulut buzzer ternyata bisa keluar langsung dari mulut presiden,ira ucap hanya keluar mulut buzzer nyata keluar langsung mulut presiden
pertanyaannya cuman satu brsampai kapan rakyat diam sajabrmelihat presiden nya modelan gini,tanya cuman satu brsampai kapan rakyat diam sajabrmelihat presiden model begini
salah urus negara masih aja ngeles,salah urus negara masih saja ngeles
si wowo tinggal kabur aja,prabowo tinggal kabur saja
wkwkwk mampuslah konoha,mampus konoha
pls baca script,pls baca script
kita gak punya presiden kok didesa,tidak punya presiden kok desa
dampak bagi masyarakat dan biaya hidupbr kenaikan harga pangan amp barang banyak bahan baku industri makanan minuman kemasan dan minyak goreng masih bergantung pada impor biaya impor yang membengkak otomatis didorong ke konsumenbr barang elektronik lebih mahal perangkat teknologi dan gadget yang diimpor secara utuh cbu mengalami lonjakan harga yang signifikan bagi pembeli akhirbr tekanan daya beli inflasi biaya hidup meningkat membuat masyarakat harus mengatur ulang anggaran belanja harian agar tidak defisitbrbrdampak bagi dunia usaha dan industribr beban biaya produksi produsen yang mengandalkan bahan baku atau komponen dari luar negeri harus mengeluarkan rupiah lebih banyak untuk menebus dolar asbr ancaman efisiensi amp phk jika margin keuntungan perusahaan menipis akibat biaya operasional yang terlalu tinggi perusahaan berpotensi melakukan efisiensi hingga ancaman pemutusan hubungan kerja phkbr keuntungan sektor ekspor sisi positif perusahaan yang berorientasi ekspor seperti komoditas atau manufaktur luar negeri justru diuntungkan karena pendapatan dalam dolar as akan bernilai lebih besar saat dikonversi ke rupiahbrbrdampak bagi negara dan makroekonomibr beban utang luar negeri pemerintah dan korporasi yang memiliki utang dalam denominasi dolar as harus menyiapkan rupiah ekstra untuk membayar kewajiban pokok dan bungabr anggaran negara apbn subsidi energi seperti bbm bisa membengkak karena harga minyak mentah dunia dipatok dalam mata uang dolar asbr risiko investasi pelemahan nilai tukar dapat memicu ketidakpastian namun otoritas terkait seperti bank indonesia terus mengambil kebijakan suku bunga untuk menjaga stabilitas pasar,dampak bagi masyarakat biaya hidupbr naik harga pangan barang bahan baku industri makan minum kemas minyak goreng masih gantung impor biaya impor bengkak otomatis dorong konsumenbr barang elektronik lebih mahal perangkat teknologi gadget impor cara utuh cbu alami lonjak harga signifikan bagi beli akhirbr tekan daya beli inflasi biaya hidup tingkat buat masyarakat harus atur ulang anggar belanja hari tidak defisitbrbrdampak bagi dunia usaha industribr beban biaya produksi produsen andal bahan baku komponen luar negeri harus keluar rupiah lebih tebus dolar asbr ancam efisiensi phk margin untung usaha tip biaya operasional terlalu tinggi usaha potensi laku efisiensi hingga ancam putus hubung kerja phkbr untung sektor ekspor sisi positif usaha orientasi ekspor komoditas manufaktur luar negeri justru untung dapat dalam dolar as nila lebih besar saat konversi rupiahbrbrdampak bagi negara makroekonomibr beban utang luar negeri perintah korporasi milik utang dalam denominasi dolar as harus siap rupiah ekstra bayar wajib pokok bungabr anggar negara apbn subsidi energi bbm bengkak harga minyak mentah dunia patok dalam mata uang dolar asbr risiko investasi lemah nilai tukar dapat picu ketidakpastian otoritas kait bank indonesia terus ambil bijak suku bunga jaga stabilitas pasar
makin bloon aja yak,makin bloon saja
ya mmng hrs optimis kenyataan para penguasa yg tdk cinta rupiah,mmng harus optimis nyata para kuasa tidak cinta rupiah
maksudnya pak prabowo itu bukan menghina atau merendahkan dia cuma memberitahu kalau di desa gak pake dolarlagian pake dolar dimana desayg pastinya pangan amanpangan kuat,maksud bapak prabowo bukan hina rendah cuma memberitahu desa tidak pakai dolarlagian pakai dolar mana desayg pasti pangan amanpangan kuat
kalo manusia bisa hibernasi sekali dalam seumur hidup mungkin akan saya gunakan sekarang,manusia hibernasi sekali dalam umur hidup mungkin guna sekarang
klo dollar naik hutang negara yg segunung siapa yg bayar oooeeee,dollar naik hutang negara gunung bayar oooeeee
menghibur diri sendiri padahal paniknya luarbiasa wowok mending diem daripada blunder nant malu dengan pernyataan sendiri gak semua rakyat indo bodoh wok,hibur diri sendiri panik luarbiasa wowok mending diam daripada blunder nant malu nyata sendiri tidak rakyat indonesia bodoh wok
bapak ini apa gk tau y apa udah mahal,bapak tidak tau mahal
ndas mu wo wowbrsekelas presiden ngomong nya kok parah amat goblok,ndas wo wowbrsekelas presiden omong kok parah amat goblok
buset yang belakang ngangguknya kenceng banget,buset belakang ngangguknya kencang banget
makin yakin cukup periode saja,makin yakin cukup periode saja
matane picek orang desakota banyak yang minjol karena apa mahal,matane picek desakota minjol mahal
ini yg dungu pembisik presiden atau presiden nya itu sendiribrmakin kesini makin menyengsengsesarakan,dungu bisik presiden presiden sendiribrmakin kesini makin menyengsengsesarakan
sumpah tanya beliau sekolah gak sih dulu nya,sumpah tanya beliau sekolah tidak dulu
gw kiraahh sudahlah,kiraahh sudah
apes banget punya presiden otaknya di dengkul,apes banget punya presiden otak dengkul
sekelas pak prabowopresiden lho inibintang lho inikok bisa ngomong rakyat didesa gak pakek dolar kok gak pakek dolar pakkkayo cetak rupiah sebanyak banyaknya pakmirip di afrika kalo gak sala,kelas bapak prabowopresiden lho inibintang lho inikok omong rakyat desa tidak pakai dolar kok tidak pakai dolar pakkkayo cetak rupiah banyak banyak pakmirip afrika tidak sala
tolong brain dan tjangkemnya bapak ini disekolahin plis,tolong brain tjangkemnya bapak disekolahin plis
bnyknyg panik indonesia masih oke padahal sadar indonesia itu negara kaya tapi rakyat nya bnyk yg msh sengsara noh berkaca dr dubai negara arab cuman modal minyak uae modal minyak arab kemungkinan ke bantu dr haji mereka sejahtera semua warganya pajak juga gak di tekan kaya di negara indonesia yg miskin ini pejabatnya rakus semua binatang binatang,bnyknyg panik indonesia masih sadar indonesia negara kayak rakyat masih sengsara noh kaca dubai negara arab cuman modal minyak uae modal minyak arab mungkin bantu haji sejahtera warga pajak tidak tekan kayak negara indonesia miskin jabat rakus binatang binatang
inikah yang katanya anak dari prof soemitro djojohadikoesoemo yang katanya ekonom terkemuka kok maaf bodoh amat pernyataannya orang desa memang tidak pakai dolar secara langsung tapi mereka masih mengonsumsi produkproduk yang diimpor yang dibayar pakai dolar kalau dolar tinggi berarti harga barang yang diimpor juga jadi tinggi dan orang desa juga harus bayar kenaikan harga itu kalau masalah ekonomi dasar begini saja tidak tahu malumaluin nama bapaknya,ini kata anak prof soemitro djojohadikoesoemo kata ekonom muka kok maaf bodoh amat nyata desa memang tidak pakai dolar cara langsung masih konsumsi produkproduk impor bayar pakai dolar dolar tinggi arti harga barang impor tinggi desa harus bayar naik harga masalah ekonomi dasar begini saja tidak tahu malumaluin nama bapak
gmna ini koq otak nya ri koyok ngene bicara nya tdk elegankoyok knalpot aza keras berisik amp menggelegar,bagaimana kok otak indonesia koyok ngene bicara tidak elegankoyok knalpot saja keras berisik gelegar
kok jadi gemes gini liatnya ya,kok gemas begini lihat
gue tagih janjinya aja gak di tanggepin kok,tagih janji saja tidak tanggepin kok
ternyata ganti presiden sama saja,nyata ganti presiden sama saja
