id,text,text_clean,label_inset_lexicon,label_manual,catatan
8020,kalau dibilang dibohongin ama orang di sekitarnya masa sih punya presiden smp segitunya pemimpin negara lho bahaya ini mah,bilang dibohongin sama sekitar masa punya presiden sampai begitu pimpin negara lho bahaya mah,Netral,Negatif,
2214,antek asing yg dikatakan trs tetapi antek sendiri tidak,antek asing kata terus antek sendiri tidak,Negatif,Negatif,
5471,bacot aj ank sd coba klo ank sd yg jd presiden bundir kali krn stress ngurusin masyarakat yg bnyk mau,bacot saja anak sd anak sd presiden bundir kali stres urus masyarakat mau,Negatif,Negatif,
2234,di perusahaan bumn banyak yg curang dan sikut menyikut saya aja kena sikut menyikut pak kalau ngomong mudah praktik di lapangan kejam dan ngeri,usaha bumn curang sikut sikut saja kena sikut sikut bapak omong mudah praktik lapang kejam ngeri,Negatif,Negatif,
915,kok yang hadir udah berumur semua ya yang muda kaga diundang atau gmn ini hanya bergumam dalam hati,kok hadir umur muda kagak undang bagaimana hanya gumam dalam hati,Negatif,Negatif,
4229,prabowo omongannya kaya anak kecil mentang ri,prabowo omong kayak anak kecil mentang indonesia,Negatif,Negatif,
7747,kesana sini di sana sini tukang omon,kesana tukang omon,Negatif,Negatif,
6308,mbg program terkorup tikus sekarang mainya di dapur,mbak program korup tikus sekarang mai dapur,Negatif,Negatif,
4369,yg naek tu oli bukan bbm nyantai napa presiden kita udah kerja keras untuk mensejahterakan rakyat lu pandenya komen trus,naik oli bukan bbm nyantai kenapa presiden kerja keras sejahtera rakyat pandenya komen terus,Positif,Positif,
8689,ga pake logika coy,tidak pakai logika coy,Netral,Negatif,
3106,sekarang kulihat jelas emang pantas kalau dapat nilai dari seratus,sekarang lihat jelas memang pantas dapat nilai ratus,Negatif,Negatif,
2200,wowo ini kalo ngomong suka ngelantur tapi di setiap acara pidato gak pernah pake tekskalo cuma acara formalitas baca teks aja wobicara yg normatif ajabosen rakyat denger omonmu,prabowo omong suka ngelantur tiap acara pidato tidak pakai tekskalo cuma acara formalitas baca teks saja wobicara normatif ajabosen rakyat dengar omonmu,Negatif,Negatif,
1577,dia anggap orang desa bodoh dia yg tolol,anggap desa bodoh tolol,Negatif,Negatif,
7083,adikmu itu wook yg perlu dolar,adik wook perlu dolar,Positif,Negatif,
8278,lupagak tau atau goblok,lupagak tau goblok,Negatif,Negatif,
1150,potong gaji dan tunjangan para pejabat negara,potong gaji tunjang para jabat negara,Netral,Netral,
766,syukur saya gak iluh dia ya jadi gak kedapetan nanggung dosa alhamdulillah,syukur tidak iluh tidak kedapetan nanggung dosa alhamdulillah,Positif,Positif,
3985,minyak kita awal rbsekarang rbotaknya di mana presiden kitasy jadi mikirberas awalnya rbkg anskrg rb antelur awalnya rb skrg rbdaging ayam wo tahun kmaren rb anskrg rbapa iya kita mau makan daging monyetapa iya kita goreng pake airapa iya kita mau makan singkongotakmu dimana blg kek gt,minyak awal rbsekarang rbotaknya mana presiden kitasy mikirberas awal rbkg anskrg ribu antelur awal ribu sekarang rbdaging ayam wo tahun kemarin ribu anskrg rbapa mau makan daging monyetapa goreng pakai airapa mau makan singkongotakmu mana bilang kayak,Negatif,Negatif,
8743,kita liat mana yang cepat 19 rb atau 19 jt,lihat mana cepat ribu juta,Positif,Negatif,
4937,kacau pembisik dn menteri si wowo konyol semua kabinet wowo,kacau bisik menteri prabowo konyol kabinet prabowo,Negatif,Negatif,
9027,terus lo pengin jdi rakyat gimana ?,terus pengin rakyat bagaimana,Netral,Negatif,
4505,yg milih presiden tangung jawab yg gakmilih kena imbastpi setidaknya dak ikut dosa,pilih presiden tangung jawab gakmilih kena imbastpi tidak indak dosa,Negatif,Negatif,
5187,bocah saja lebih pinter daripada presiden nya yg berpidato,bocah saja lebih pintar daripada presiden pidato,Netral,Negatif,
5363,emang asbun prabowo harus nya dia sadar dia itu presiden bicara nya mending di scrip deh drpdh asbun trs,memang asbun prabowo harus sadar presiden bicara mending scrip drpdh asbun terus,Negatif,Negatif,
36,baru tau ada presiden yang ngeremehin rakyatnya sendiri warga desa ini mah presiden npd ngeremehin orang lain dan gak pengen orang lain lebih pinter dari dia,baru tau presiden ngeremehin rakyat sendiri warga desa mah presiden npd ngeremehin lain tidak pengin lain lebih pintar,Negatif,Negatif,
3536,pinter banget pak purbaya sing mumet,pintar banget bapak purbaya sing mumet,Positif,Negatif,
2110,purbaya senyum ya karna sudah kaya dan byk uang coba rakyat masih byk yg menjerithdeuhhh,purbaya senyum kayak uang rakyat masih menjerithdeuhhh,Negatif,Negatif,
3662,aduh apa naek ini di bawah,aduh naik bawah,Negatif,Negatif,
1189,pak udah pak udah,bapak bapak,Netral,Negatif,
9350,indonesian luas bnyk daerah terpncil yg harga nya lbih tinggi .. gak usah bandingin ke desa. bandingin ke papua aja lah perbandingam dngan kawasan indonesia barat jauh bedaaa.,indonesian luas daerah terpncil harga lebih tinggi tidak banding desa banding papua saja perbandingam kawasan indonesia barat jauh beda,Negatif,Negatif,
2010,itulah hidup kalo ga keras ga makan,itu hidup tidak keras tidak makan,Negatif,Negatif,
1865,ha ha ha,ha ha ha,Netral,Netral,
8107,klo pinter dan tidak goblok pasti mikir tdk di telan mentah maklum seboboh bodohnya presiden paling bodoh,pintar tidak goblok pasti mikir tidak telan mentah maklum seboboh bodoh presiden paling bodoh,Positif,Negatif,
3935,suka atau tidakmau atau tidakpernyataan oranf desa tidak pakai dollar adalah blunder,suka tidakmau tidakpernyataan oranf desa tidak pakai dollar blunder,Netral,Negatif,
10054,buktinya mana,bukti mana,Negatif,Negatif,
4082,orang sekeliling prabowo pd pekok,keliling prabowo kok,Netral,Negatif,
8907,aaaaa anjjjjiirrrrrr marah bangetttt rupiah gueeee,aaaaa anjjjjiirrrrrr marah banget rupiah gueeee,Negatif,Negatif,
32,semangat pak presiden,semangat bapak presiden,Positif,Negatif,
6591,dipikir semua org desa bisa dibodohin dipikir gak ngerti klo nilai tukar rupiah anjlok berarti gak lama harga kebutuhan akan naik termasuk pupuk dan sembako makin lucu aja,pikir desa dibodohin pikir tidak erti nilai tukar rupiah anjlok arti tidak lama harga butuh naik masuk pupuk sembako makin lucu saja,Negatif,Negatif,
312,ank tk jg gerti,anak tak gerti,Negatif,Negatif,
8169,bpresiden guoblokkkkkb,bpresiden guoblokkkkkb,Netral,Negatif,
3922,presidene koplo,presidene koplo,Negatif,Negatif,
2923,ia betul gak pakai dolar setuju,ia betul tidak pakai dolar tuju,Negatif,Negatif,
9821,waktunya ahok dan sherly maju untuk presiden indonesia 2029,waktu ahok sherly maju presiden indonesia,Positif,Positif,
3690,pemimpin kek bgini,pimpin kayak begini,Negatif,Negatif,
4210,presiden otak septiktank ya bgitu,presiden otak septiktank,Netral,Negatif,
5975,lu ngomongin diri sendiri wo elu yg gak berpihak ke rakyat,omong diri sendiri wo tidak pihak rakyat,Negatif,Negatif,
5741,semoga simbah prabowo denger ya dek,moga simbah prabowo dengar dek,Netral,Negatif,
7458,nama ny badut pak,nama badut bapak,Netral,Negatif,
7370,pantas saja rupiah jeblok dan ekonomi indonesia amburadul ternyata seperti ini pemikiran presidennya,pantas saja rupiah jeblok ekonomi indonesia amburadul nyata pikir presiden,Negatif,Negatif,
6315,orang desa belanja pakai rupiah tapi nilainya terus merosot barang pada naik seharusnya yg diperhatikan pemimpin bukan rupiahnya tapi nilai rupiahnya yg terus merosot pemimpin harus paham kalau rupiah sudah tidak bernilai lagi barang akan meroket rakyat akan tercekik tak bisa beli apa,desa belanja pakai rupiah nilai terus merosot barang naik harus perhati pimpin bukan rupiah nilai rupiah terus merosot pimpin harus paham rupiah tidak nila barang roket rakyat cekik tak beli,Negatif,Negatif,
8328,lama kok pegen muntah ya kalo denger pidato nya brsekelas presiden ngomongnya kyk ginibr,lama kok gen muntah dengar pidato brsekelas presiden omong kayak ginibr,Negatif,Negatif,
8180,demi alloh ndasku nyutnyutan denger wowo ngomong justru karena gak pake dollar makanya mati rakyatnya,demi allah ndasku nyutnyutan dengar prabowo omong justru tidak pakai dollar makanya mati rakyat,Negatif,Negatif,
6292,terbukti omon omon doang,bukti omon omon doang,Negatif,Negatif,
5560,udh kdm yg jd presiden bu sherly yg jd wakil presiden nya brnah klop sudah negara inibrmju jos gandos,kdm presiden bu sherly wakil presiden brnah klop negara inibrmju jos gandos,Positif,Positif,
3652,ini yg bisiki presiden siapa ya kok presiden ngomongnya di desa ndak pakek dolar terus semua barang sembako sampai desa jadi mahal mau bayar pakai pidato cukupkah,bisik presiden kok presiden omong desa tidak pakai dolar terus barang sembako sampai desa mahal mau bayar pakai pidato cukup,Negatif,Negatif,
4328,wkwkwkwkwk saya sudah tidak bisa berkata apa lagi,wkwkwkwkwk tidak kata,Netral,Negatif,
1057,ada untungnya juga golput,untung golput,Netral,Netral,
2532,betul pak di desa gak pakek dolar tapi imbasnya barang pada naik,betul bapak desa tidak pakai dolar imbas barang naik,Negatif,Negatif,
4520,lha piye to pak bowoanda itu presiden ri lhobukan kadeswah iki salah konsep,piye bapak bowoanda presiden indonesia lhobukan kadeswah iki salah konsep,Negatif,Negatif,
10165,prabowo pidato. kiamat maju 1 bulan,prabowo pidato kiamat maju bulan,Negatif,Negatif,
8835,abangnya cerdas dari presiden,abang cerdas presiden,Positif,Negatif,
5157,wah keren bisa jadi penerusnya quotnaswa shihabquot,keren terus quotnaswa shihabquot,Netral,Negatif,
6628,konyol dipikir orang desa gampang dibegoin,konyol pikir desa gampang dibegoin,Negatif,Negatif,
6609,di desa tempe pake kedelai juga dikira pake brondolan sawit tuh kedelai juga impor kocakkkkkkk,desa tempe pakai kedelai kira pakai brondolan sawit tuh kedelai impor kocakkkkkkk,Negatif,Negatif,
5523,sebelum dia speek up gue udah tau kenaikan harga sumber daya karena dollar naik apa gue salah negara ya padahal disitu jelas ada dampaknya kok kakek itu bilang nggak ada dampaknya semoga makin miskin deh pemilih nya aammiiiinnnn,belum speek up tau naik harga sumber daya dollar naik salah negara situ jelas dampak kok kakek bilang tidak dampak moga makin miskin pilih aammiiiinnnn,Negatif,Negatif,
2070,lahh itu jelas ngaruh kocak apa apa jadi pada mahal kasian para rakya menengah kebawah,jelas ngaruh kocak mahal kasihan para rakya tengah bawah,Negatif,Negatif,
4068,bahasanya jangan susah susah bang otaknya gak nyampe,bahasa jangan susah susah abang otak tidak sampai,Negatif,Negatif,
714,serius pemahamannya seperti ini,serius paham,Negatif,Negatif,
8351,pripun pk presiden,pripun pakai presiden,Positif,Netral,
9504,sama kak saya dari lampung juga begitu dari abis lebaran orderan sepi banget,sama habis lebaran order sepi banget,Negatif,Negatif,
5728,pleciden kamu ga makan mbg ya koq pinter sih,pleciden tidak makan mbak kok pintar,Netral,Negatif,
3388,hahahaha selamat menikmati kutukan kemenangan pilpres,hahahaha selamat nikmat kutu menang pilpres,Positif,Positif,
3800,serius nih orang mirip orang gila lepas dri rsj,serius mirip gila lepas rsj,Negatif,Negatif,
170,cek ijazah presiden asli apa palsu wkwkwkwkkw,cek ijazah presiden asli palsu wkwkwkwkkw,Netral,Negatif,
8772,"ga ngerti doi ka
ya sudah lah
saya juga kaget respon nya begitu
ga ngerti doi makro ekonomi
dan efek nya ke mikro",tidak erti doi kaget respon tidak erti doi makro ekonomi efek mikro,Negatif,Negatif,
2228,ternyata benar kata org memang orang ini sangatlah bodoh,nyata benar kata memang sangat bodoh,Negatif,Negatif,
7082,betul wong cilik ora duwek dollar bpk prabowo s sembako lancar harga menjangkau indonesia,betul wong cilik ora duwek dollar bpk prabowo si sembako lancar harga jangkau indonesia,Negatif,Negatif,
2151,aku sokong pak probowo,sokong bapak probowo,Positif,Positif,
8558,jangan menasehati dan memberitahu ke prabowo percuma,jangan nasihat memberitahu prabowo percuma,Netral,Negatif,
6187,yang penting mbg lancar ya paka hrefuckszuwhgymbdvujgzmfymzlbnovwkrocbga,penting mbak lancar paka hrefuckszuwhgymbdvujgzmfymzlbnovwkrocbga,Negatif,Negatif,
440,bodoh rakyat tak ada pilihan dia cakap malangnya dapat pemimpin yg bodoh,bodoh rakyat tak pilih cakap malang dapat pimpin bodoh,Negatif,Negatif,
6052,heleeehh bacotttt turun ke bawah kau wok liat realita nya,heleeehh bacotttt turun bawah kau wok lihat realita,Netral,Negatif,
3316,mantap lah lanjutkankarna bapa banyak duit jadi ya terserah bapa aja,mantap lanjutkankarna bapa duit serah bapa saja,Positif,Negatif,
7462,pidato amatirantanya sama yusri dong,pidato amatirantanya sama yusri,Positif,Negatif,
3791,masih pada gak sadar jika korupsi yg merajalela yg menjadi penyebab rupiah anjlok hadeeeeeeeh nyetak uang diam diam korupsi diam diam hasilnya rupiah hancur diam diam gegara ponakan dijadikan deputi bi sekarang rakyat yg terhimpit mundur lah woi,masih tidak sadar korupsi rajalela sebab rupiah anjlok hadeeeeeeeh nyetak uang diam diam korupsi diam diam hasil rupiah hancur diam diam gegara ponakan jadi deputi bi sekarang rakyat terhimpit mundur woi,Negatif,Negatif,
7037,rakyat di desa beli apa apa harus mahal pak karena dollar naik jadi kebutuhan pokok jadi naik imbasnya rakyat didesapemikiran ko dangkal jadi pemimpincontohnya aja perang di iran dan amerika sampai sampai bbm di naikkan padahal rakyat di desa ga ikut berperang di iran dan amerika,rakyat desa beli harus mahal bapak dollar naik butuh pokok naik imbas rakyat didesapemikiran kok dangkal pemimpincontohnya saja perang iran amerika sampai sampai bbm naik rakyat desa tidak perang iran amerika,Negatif,Negatif,
7822,pemimpin ini guna nya apa yabrsi wowo sama si sulfat,pimpin guna yabrsi prabowo sama sulfat,Positif,Negatif,
7914,kalo gk bisa kerja gk usah bikin statement yang bikin jengkel pak,tidak kerja tidak statement jengkel bapak,Negatif,Negatif,
3882,idr senang sudah satu negara dengan kalian,idr senang satu negara kalian,Negatif,Negatif,
1651,pidato pakai tek pengarang dengan gaji tinggibrpesan tidak menjiwai tidak sesuai fakta negara konyol jika begini terus suram peteng dedet,pidato pakai tek arang gaji tinggibrpesan tidak jiwa tidak sesuai fakta negara konyol begini terus suram teng dedet,Negatif,Negatif,
347,emang d kota pd pake dolar kl blnja d pasard supermarketd warung kelontongmini marketbritu yg tepuk tangan sama yg d blkngnya yg pake dolar kl blnja,memang kota pakai dolar belanja pasard supermarketd warung kelontongmini marketbritu tepuk tangan sama blkngnya pakai dolar belanja,Negatif,Negatif,
9036,"mana paham kak dia, paling tuh orang gak tau operasional pt2 gede tuh pakenya bbm non subsidi, nah dari hal kek gini aja ntar bisa berpengaruh dalam kenaikan harga barang2",mana paham paling tuh tidak tau operasional pt gede tuh pakenya bbm non subsidi hal kayak begini saja entar pengaruh dalam naik harga barang,Netral,Negatif,
316,itu yg tepuk tangan di belakang ny penjilat,tepuk tangan belakang jilat,Negatif,Negatif,
3618,memang belanja ngak pake dollar tp hampir semua produk yg sampai desa mengandung unsur import termasuk bbm yg belinya pake dollarbrtahu tempe saja makanan rakyat kedelainya import,memang belanja tidak pakai dollar hampir produk sampai desa kandung unsur import masuk bbm beli pakai dollarbrtahu tempe saja makan rakyat kedelai import,Negatif,Negatif,
1374,jogetin ramebroke gassssoke gasssss,joget ramebroke gassssoke gasssss,Netral,Netral,
5768,ternyata jika dibanding presidennya anak sekecil ini jauh lebih cerdas dlm gunakan logikanya malu sendiri kita jd rakyatnya,nyata banding presiden anak kecil jauh lebih cerdas dalam guna logika malu sendiri rakyat,Negatif,Negatif,
6082,wies angel iki,wies angel iki,Netral,Negatif,
6207,terbantahkan pepatah buah jatuh tidak akan jauh dari pohonnya jadi pengen tau apa kata pak soemitro sang bengawan ekonom indonesia jika masih ada melihat anaknya berbicara seperti itu,bantah pepatah buah jatuh tidak jauh pohon pengin tau kata bapak soemitro sang bengawan ekonom indonesia masih lihat anak bicara,Negatif,Negatif,
7437,pak bowo lupa diri pidato nhawur rakyat desa tak menggunakan dolar tapi yang menanggung hidup mahal rakyat beras mahal semuanya mahal,bapak bowo lupa diri pidato nhawur rakyat desa tak guna dolar tanggung hidup mahal rakyat beras mahal semua mahal,Negatif,Negatif,
4631,presiden prabowobrpresiden ri terbodoh sepanjang sejarah indonesia,presiden prabowobrpresiden indonesia bodoh panjang sejarah indonesia,Positif,Negatif,
1122,investor aja takut berinvestasi di indonesia sejak ada mbg dan koperasi merah putih serta danantaraihsg anjlok seanjlok anjloknya seperti rupiah,investor saja takut investasi indonesia sejak mbak koperasi merah putih serta danantaraihsg anjlok anjlok anjlok rupiah,Negatif,Negatif,
534,iya pak orang desa ga pake dolar makanya kaga usah impor impor biar ga ngaruh ke warga desa herman emang,bapak desa tidak pakai dolar makanya kagak impor impor biar tidak ngaruh warga desa herman memang,Negatif,Negatif,
